portfolio_id,first_name,last_name,email,investment_type,stock_symbol,purchase_date,purchase_price,quantity,sale_date,sale_price,profit,industry_sector,risk_level,market_cap,annual_return,exchange,Investment_strategy
417,Barbie,Mariot,bmariotbk@moonfruit.com,ETFs,NAP,8/14/2021,843.05,9722,8/24/2012,14.26,error: Field 'sale_total' not found,Finance,Low,527830903,20.98,NYSE,Safe
418,Rosette,Beran,rberanbl@soundcloud.com,ETFs,CNXR,9/1/2014,375.21,8855,4/6/2014,958.89,error: Field 'sale_total' not found,Healthcare,Low,736313066,92.77,NASDAQ,Safe
419,Clara,Wyard,cwyardbm@fda.gov,Stocks,SUPV,4/26/2012,582.25,2619,10/22/2021,758.43,error: Field 'sale_total' not found,Healthcare,Medium,541740369,51.67,LSE,Safe
420,Lanette,Noweak,lnoweakbn@latimes.com,Stocks,HTY,12/30/2011,388.66,1087,5/20/2012,344.05,error: Field 'sale_total' not found,Technology,High,211773750,59.94,NASDAQ,Safe
421,Jeddy,Tarplee,jtarpleebo@go.com,Stocks,GBCI,5/1/2011,121.76,3105,8/31/2018,68.45,error: Field 'sale_total' not found,Finance,Low,437807779,93.04,LSE,Medium
422,Oralle,Lucks,olucksbp@oakley.com,Stocks,TDIV,2/17/2016,255.03,2493,10/2/2015,765.9,error: Field 'sale_total' not found,Healthcare,Low,385466604,98.39,NASDAQ,Medium
423,Beth,O' Quirk,boquirkbq@japanpost.jp,Bonds,DCOM,11/14/2019,12.51,6267,1/14/2010,476.81,error: Field 'sale_total' not found,Technology,Low,589948562,55.5,LSE,Risky
424,Laney,Alexsandrowicz,lalexsandrowiczbr@mayoclinic.com,Stocks,HMLP,8/4/2013,486.86,4245,8/11/2017,24.32,error: Field 'sale_total' not found,Healthcare,Medium,314601279,65.44,NASDAQ,Safe
425,Emmaline,Lemonby,elemonbybs@aol.com,Bonds,AHT^A,7/9/2014,679.64,3714,7/24/2018,694.24,error: Field 'sale_total' not found,Finance,High,710053193,76.63,NYSE,Safe
426,Rosaline,Rakestraw,rrakestrawbt@cbsnews.com,Bonds,FRT,8/4/2019,752.17,6206,7/25/2011,440.5,error: Field 'sale_total' not found,Finance,Low,57345940,17.05,LSE,Safe
427,Allis,Batrop,abatropbu@stumbleupon.com,Bonds,ED,7/9/2017,427.23,6422,11/18/2015,688.62,error: Field 'sale_total' not found,Healthcare,Low,622911452,86.57,LSE,Risky
428,Roxi,Bradburne,rbradburnebv@amazon.co.jp,Stocks,GFNCP,3/3/2011,113.22,5440,7/15/2021,609.35,error: Field 'sale_total' not found,Technology,Low,575352902,30.09,NASDAQ,Medium
429,Venita,Maryman,vmarymanbw@csmonitor.com,ETFs,QNST,7/25/2011,404.48,435,11/25/2021,505.93,error: Field 'sale_total' not found,Finance,Low,632540098,93.74,LSE,Risky
430,Raffarty,Partener,rpartenerbx@chronoengine.com,Bonds,TTP,9/17/2010,327.53,1482,12/7/2020,70.5,error: Field 'sale_total' not found,Healthcare,Low,2160527,87.6,NASDAQ,Medium
431,Nat,Riccard,nriccardby@boston.com,ETFs,HYZD,9/6/2016,20.43,7728,12/16/2019,566.61,error: Field 'sale_total' not found,Healthcare,Low,673998292,30.55,NYSE,Safe
432,Slade,Nouch,snouchbz@cdbaby.com,ETFs,PSA^V,2/10/2021,574.98,6134,10/22/2021,824.94,error: Field 'sale_total' not found,Technology,High,528620548,61.36,NASDAQ,Risky
433,Cindy,Pidgeley,cpidgeleyc0@youku.com,ETFs,OBSV,5/19/2015,250.85,557,11/9/2010,559.15,error: Field 'sale_total' not found,Healthcare,Medium,144845926,96.32,NASDAQ,Medium
434,Adelina,Dwelly,adwellyc1@eventbrite.com,Bonds,KS,6/25/2014,938.26,189,3/30/2022,98.05,error: Field 'sale_total' not found,Healthcare,Medium,17893452,13.87,NASDAQ,Medium
435,Hussein,Grimbaldeston,hgrimbaldestonc2@icq.com,Bonds,GWR,5/11/2019,385.73,1016,5/19/2015,679.58,error: Field 'sale_total' not found,Finance,High,767935449,95.47,LSE,Medium
436,Eden,Barmby,ebarmbyc3@google.com.br,ETFs,AGR,5/20/2011,661.28,2283,11/1/2010,10.33,error: Field 'sale_total' not found,Finance,Low,765314026,28.39,NASDAQ,Medium
437,Nicola,Barkaway,nbarkawayc4@1688.com,ETFs,VUZI,6/29/2014,393.67,3652,10/2/2013,432.78,error: Field 'sale_total' not found,Technology,Low,499798214,5.45,NYSE,Medium
438,Marshal,Zotto,mzottoc5@tiny.cc,Bonds,RBCN,11/23/2017,178.62,8507,1/8/2020,630.36,error: Field 'sale_total' not found,Technology,High,917371413,17.51,LSE,Risky
439,Cris,Smallridge,csmallridgec6@pbs.org,ETFs,BKMU,11/30/2010,541.87,1798,1/9/2019,533.08,error: Field 'sale_total' not found,Healthcare,High,357755740,41.69,NASDAQ,Medium
440,Elmer,Van Arsdalen,evanarsdalenc7@tripadvisor.com,Stocks,DCI,3/16/2020,656.58,6085,2/19/2013,804.81,error: Field 'sale_total' not found,Finance,Medium,934806678,37.67,NYSE,Medium
441,Malory,Topp,mtoppc8@is.gd,ETFs,GCO,10/8/2022,809.12,3089,5/7/2018,415.18,error: Field 'sale_total' not found,Technology,Medium,258405458,14.76,NYSE,Risky
442,Cross,Caveill,ccaveillc9@shareasale.com,Stocks,SNE,1/14/2012,6.4,7372,2/5/2012,880.03,error: Field 'sale_total' not found,Finance,Low,550799610,37.95,LSE,Risky
443,Isis,Krienke,ikrienkeca@nytimes.com,ETFs,EOT,12/21/2018,297.31,5224,1/21/2011,116.61,error: Field 'sale_total' not found,Healthcare,Medium,516403994,37.59,NASDAQ,Risky
444,Faustina,Cluley,fcluleycb@ning.com,Bonds,TAIT,1/20/2019,112.48,5119,9/18/2017,339.75,error: Field 'sale_total' not found,Technology,High,280772631,88.66,NASDAQ,Medium
445,Brandise,Fell,bfellcc@foxnews.com,Bonds,MPVD,9/16/2012,73.28,7770,6/30/2021,9.68,error: Field 'sale_total' not found,Finance,High,147088389,70.27,NASDAQ,Risky
446,Babs,Bartolomivis,bbartolomiviscd@europa.eu,ETFs,WBAI,6/10/2022,226.83,7708,12/12/2010,929.54,error: Field 'sale_total' not found,Healthcare,High,417193577,78.45,LSE,Risky
447,Earle,Harlow,eharlowce@newyorker.com,Stocks,LPG,5/17/2011,366.28,8380,6/30/2018,378.46,error: Field 'sale_total' not found,Finance,Medium,487444694,15.1,LSE,Risky
448,Natalee,Jarmyn,njarmyncf@networkadvertising.org,Bonds,FSAM,2/2/2012,387.59,2865,8/26/2017,620.17,error: Field 'sale_total' not found,Healthcare,Low,833341760,15.44,NYSE,Safe
449,Adrienne,Copin,acopincg@nyu.edu,Stocks,GAINM,6/12/2011,894.05,221,6/23/2012,632.91,error: Field 'sale_total' not found,Technology,High,158594510,82.48,NASDAQ,Risky
450,Amalle,Bealton,abealtonch@biglobe.ne.jp,Bonds,PSXP,2/26/2011,47.19,6669,4/28/2012,191.02,error: Field 'sale_total' not found,Technology,Medium,903647005,33.08,NASDAQ,Safe
451,Layne,McRuvie,lmcruvieci@scribd.com,ETFs,FOE,3/8/2019,841.56,4013,5/7/2014,194.79,error: Field 'sale_total' not found,Finance,Low,299286462,78.44,NYSE,Risky
452,Colver,Carletti,ccarletticj@posterous.com,Bonds,OXM,1/16/2017,773.54,1296,10/11/2017,496.94,error: Field 'sale_total' not found,Healthcare,High,673198661,43.85,NYSE,Safe
453,Pamelina,Lyddyard,plyddyardck@mtv.com,Stocks,BBF,12/19/2022,278.01,4463,12/28/2020,832.19,error: Field 'sale_total' not found,Healthcare,High,302702823,19.67,LSE,Medium
454,Leland,Lyons,llyonscl@nps.gov,Bonds,LSXMK,11/6/2012,432.33,2650,7/15/2016,768.8,error: Field 'sale_total' not found,Healthcare,Medium,965436189,99.64,LSE,Medium
455,Harv,Axelbey,haxelbeycm@spiegel.de,ETFs,PL^C,7/9/2021,991.86,2787,9/25/2020,411.72,error: Field 'sale_total' not found,Healthcare,Medium,753950369,92.95,NYSE,Risky
456,Aili,Hutt,ahuttcn@reddit.com,ETFs,HEI,1/10/2017,413.15,7496,10/19/2019,363.73,error: Field 'sale_total' not found,Healthcare,Low,665019823,14.18,LSE,Medium
457,Ginelle,January,gjanuaryco@digg.com,Stocks,HDNG,12/9/2014,258.93,3402,2/10/2021,346.26,error: Field 'sale_total' not found,Technology,Medium,641671612,81.91,LSE,Medium
458,Lauri,Mably,lmablycp@mit.edu,Bonds,PDCO,11/23/2020,840.92,2105,9/1/2018,747.15,error: Field 'sale_total' not found,Healthcare,High,638101216,1.6,NYSE,Risky
459,Clare,Kamien,ckamiencq@lulu.com,Stocks,MIIIU,1/21/2019,384.51,4882,2/9/2016,70.57,error: Field 'sale_total' not found,Healthcare,Medium,904083759,13.85,NASDAQ,Safe
460,Gill,Lamy,glamycr@gizmodo.com,ETFs,EOG,4/29/2015,352.35,2229,8/5/2020,270.3,error: Field 'sale_total' not found,Technology,High,972125601,42.1,LSE,Medium
461,Joane,Kenwell,jkenwellcs@usnews.com,Stocks,TSQ,7/10/2017,46.97,4643,11/5/2020,212.15,error: Field 'sale_total' not found,Technology,High,139179877,6.06,NASDAQ,Safe
462,Lancelot,Burdoun,lburdounct@blogs.com,ETFs,EEX,1/29/2017,591.12,2247,12/30/2021,346.42,error: Field 'sale_total' not found,Technology,Medium,158378379,90.87,NASDAQ,Risky
463,Kirsti,MacLeese,kmacleesecu@cisco.com,Stocks,LE,2/7/2013,303.55,895,7/23/2011,334.71,error: Field 'sale_total' not found,Finance,Medium,945171152,50.22,NYSE,Safe
464,Mohammed,Twede,mtwedecv@furl.net,Stocks,CTBI,12/2/2019,734.38,7568,11/25/2020,555.61,error: Field 'sale_total' not found,Healthcare,Low,864234743,92.72,LSE,Medium
465,Orly,Figin,ofigincw@baidu.com,Stocks,CFX,11/27/2018,502.83,7982,10/10/2010,797.91,error: Field 'sale_total' not found,Finance,Medium,1667460,46.81,NASDAQ,Medium
466,Nataline,Bulbrook,nbulbrookcx@friendfeed.com,Stocks,NAVI,5/25/2022,328.92,331,6/11/2012,993.93,error: Field 'sale_total' not found,Technology,Medium,451424610,80.35,NASDAQ,Safe
467,Gus,Bruhke,gbruhkecy@webnode.com,ETFs,RP,9/6/2020,516.6,1806,1/31/2018,925.96,error: Field 'sale_total' not found,Technology,High,924815143,79.27,LSE,Medium
468,Kellen,McCay,kmccaycz@pbs.org,ETFs,GNBC,1/12/2018,315.38,1924,9/10/2022,127.52,error: Field 'sale_total' not found,Finance,High,504781146,95.95,LSE,Risky
469,Leodora,Ruddlesden,lruddlesdend0@hexun.com,Bonds,JPS,9/14/2011,501.69,9335,12/30/2016,564.44,error: Field 'sale_total' not found,Finance,Low,425013354,95.26,NASDAQ,Risky
470,Wallache,Tonry,wtonryd1@ebay.com,Stocks,KORS,5/14/2011,53.83,5689,10/13/2017,595.93,error: Field 'sale_total' not found,Healthcare,Low,917427055,30.36,NYSE,Safe
471,Preston,Wingham,pwinghamd2@google.co.jp,Stocks,NNBR,7/19/2016,190.22,7769,10/28/2013,353.48,error: Field 'sale_total' not found,Healthcare,Low,614458083,5.77,NYSE,Safe
472,Mozelle,Gother,mgotherd3@biblegateway.com,Bonds,CNAT,5/11/2013,430.18,7875,5/31/2020,179.82,error: Field 'sale_total' not found,Technology,High,989927127,14.79,NYSE,Medium
473,Vernice,Braunlein,vbraunleind4@cafepress.com,ETFs,ARR^A,9/13/2012,272.12,5617,3/18/2016,555.17,error: Field 'sale_total' not found,Finance,High,836686679,93.74,LSE,Risky
474,Kerwin,Weatherall,kweatheralld5@creativecommons.org,ETFs,FSAM,11/28/2014,833.95,873,2/7/2016,502.49,error: Field 'sale_total' not found,Finance,Low,94898680,12.33,NYSE,Medium
475,Towney,Barter,tbarterd6@engadget.com,Bonds,NBHC,1/7/2018,940.37,5066,11/25/2011,19.93,error: Field 'sale_total' not found,Finance,Low,317313911,98.55,LSE,Risky
476,Mehetabel,McGriffin,mmcgriffind7@gmpg.org,Stocks,MYN,11/13/2011,324.1,4891,12/12/2020,985.22,error: Field 'sale_total' not found,Finance,Low,611289086,18.03,LSE,Risky
477,Kevina,Davitashvili,kdavitashvilid8@blog.com,Bonds,EGAN,2/18/2016,272.26,7799,4/12/2019,569.96,error: Field 'sale_total' not found,Technology,Medium,61307668,83.44,LSE,Medium
478,Addison,Taaffe,ataaffed9@51.la,Bonds,OTIV,3/25/2019,319.86,936,8/14/2022,898.81,error: Field 'sale_total' not found,Technology,High,843219955,37.83,NASDAQ,Medium
479,Herschel,Shovelton,hshoveltonda@google.co.uk,ETFs,ALLY^A,12/12/2022,188.1,1206,6/4/2012,821.97,error: Field 'sale_total' not found,Technology,Medium,83394114,8.8,NASDAQ,Risky
480,Nicolis,Trimmill,ntrimmilldb@reference.com,Stocks,SREV,1/3/2011,266.28,1732,1/3/2016,958.03,error: Field 'sale_total' not found,Healthcare,Medium,948276427,97.19,NASDAQ,Safe
481,Elna,Guirardin,eguirardindc@github.io,Stocks,CFCOU,9/29/2016,700.02,8812,1/16/2018,580.83,error: Field 'sale_total' not found,Technology,High,455959528,76.01,NYSE,Safe
482,Amelie,Clears,aclearsdd@qq.com,Bonds,BANC^C,11/10/2011,498.36,6542,3/28/2021,899.6,error: Field 'sale_total' not found,Technology,High,342719117,82.07,NYSE,Medium
483,Salvador,Badham,sbadhamde@ft.com,Bonds,VNO,9/22/2015,524.5,1810,12/24/2020,583.43,error: Field 'sale_total' not found,Technology,Medium,412162691,51.47,NASDAQ,Safe
484,Artair,Prin,aprindf@microsoft.com,Stocks,INSI,11/25/2018,439.39,8421,11/14/2012,470.4,error: Field 'sale_total' not found,Finance,Medium,827528554,67.47,NASDAQ,Medium
485,Sanderson,Ibbs,sibbsdg@tamu.edu,ETFs,BC,4/14/2019,256.13,2685,12/14/2014,144.97,error: Field 'sale_total' not found,Technology,High,490074786,48.77,NASDAQ,Risky
486,Oriana,Greenslade,ogreensladedh@businessinsider.com,Bonds,MPAA,4/15/2010,737.49,2814,3/13/2014,255.82,error: Field 'sale_total' not found,Finance,High,489347340,16.05,LSE,Risky
487,Orelia,O'Brallaghan,oobrallaghandi@un.org,ETFs,FONE,7/16/2019,397.8,781,4/21/2022,476.96,error: Field 'sale_total' not found,Healthcare,Low,95602108,84.91,LSE,Safe
488,Judah,Mullineux,jmullineuxdj@indiatimes.com,Bonds,GF,6/29/2021,81.34,3228,2/1/2019,983.29,error: Field 'sale_total' not found,Finance,Medium,157513749,70.58,NYSE,Safe
489,Jay,Ivanets,jivanetsdk@smh.com.au,ETFs,BNJ,4/27/2010,231.04,1557,10/10/2020,3.99,error: Field 'sale_total' not found,Technology,High,652203546,57.17,LSE,Safe
490,Codie,Pescud,cpescuddl@github.com,Stocks,BABY,1/10/2014,573.97,8917,11/24/2010,893.16,error: Field 'sale_total' not found,Technology,Medium,646922279,98.17,NYSE,Medium
491,Yoshiko,Shemmans,yshemmansdm@twitter.com,Stocks,MMDMW,12/30/2014,72.34,3628,11/13/2015,170.99,error: Field 'sale_total' not found,Technology,Low,798484113,35.34,LSE,Medium
492,Tatiania,Garces,tgarcesdn@posterous.com,ETFs,NSTG,5/29/2011,257.18,3974,3/24/2019,950.02,error: Field 'sale_total' not found,Finance,High,414829352,23.8,NASDAQ,Risky
493,Hilly,Trueman,htruemando@newsvine.com,Bonds,BOLD,7/3/2014,702.94,7836,8/19/2016,476.13,error: Field 'sale_total' not found,Finance,High,936931822,89.79,LSE,Safe
494,Bram,Kerwood,bkerwooddp@weather.com,ETFs,HLNE,11/2/2022,677.52,3216,9/9/2013,755.34,error: Field 'sale_total' not found,Healthcare,High,227407814,93.53,NYSE,Safe
495,Wenona,Grimestone,wgrimestonedq@tmall.com,ETFs,EPD,3/4/2013,978.76,7427,8/25/2022,291.87,error: Field 'sale_total' not found,Finance,Low,266118817,99.31,LSE,Safe
496,Alameda,Critchley,acritchleydr@nyu.edu,ETFs,UMC,11/13/2010,739.16,8816,4/19/2016,103.84,error: Field 'sale_total' not found,Healthcare,Low,591053052,14.72,LSE,Safe
497,Karna,Averies,kaveriesds@phpbb.com,ETFs,SENEB,6/23/2013,731.63,2816,3/6/2012,594.15,error: Field 'sale_total' not found,Healthcare,High,634094788,31.24,NASDAQ,Medium
498,Gertie,Comfort,gcomfortdt@uol.com.br,Bonds,JASN,9/9/2022,731.04,8703,6/10/2010,841.81,error: Field 'sale_total' not found,Technology,Low,776023159,90.12,NASDAQ,Risky
499,Leanna,Cowtherd,lcowtherddu@apple.com,Stocks,PNBK,3/8/2010,745.59,7970,8/10/2021,331.36,error: Field 'sale_total' not found,Technology,High,687541002,91.04,NASDAQ,Medium
500,Candice,Gerhardt,cgerhardtdv@mediafire.com,Stocks,LAYN,6/25/2021,482.11,2856,5/10/2016,438.35,error: Field 'sale_total' not found,Healthcare,Low,969253966,69.61,LSE,Safe
501,Ettie,Swiffen,eswiffendw@weibo.com,Stocks,OSUR,4/13/2012,947.86,7978,4/25/2022,235.29,error: Field 'sale_total' not found,Healthcare,High,945284528,25.93,NASDAQ,Medium
502,Natividad,Trangmar,ntrangmardx@oaic.gov.au,Stocks,MOV,6/4/2014,347.84,9171,2/20/2016,691.68,error: Field 'sale_total' not found,Healthcare,High,490538101,55.38,NYSE,Risky
503,Salli,Cusack,scusackdy@ehow.com,Bonds,PCG,5/15/2018,909.19,8841,10/9/2014,997.48,error: Field 'sale_total' not found,Healthcare,Low,718043126,38.53,LSE,Risky
504,Klemens,Cardnell,kcardnelldz@mit.edu,Stocks,JRVR,1/12/2018,141.78,9018,12/29/2016,945.59,error: Field 'sale_total' not found,Technology,High,234401875,89.18,NASDAQ,Safe
505,Saw,Snufflebottom,ssnufflebottome0@ustream.tv,Bonds,XBKS,5/27/2013,686.67,3069,4/16/2012,844.3,error: Field 'sale_total' not found,Finance,High,723982845,64.76,NASDAQ,Safe
506,Virgie,Bartolomeu,vbartolomeue1@about.com,ETFs,POL,9/26/2019,17.18,3341,8/11/2013,490.81,error: Field 'sale_total' not found,Healthcare,Low,95737839,99.02,LSE,Risky
507,Ase,Murison,amurisone2@hhs.gov,Bonds,PMT,3/27/2018,162.9,91,5/6/2017,905.58,error: Field 'sale_total' not found,Technology,High,717794871,48.11,NYSE,Safe
508,Reeba,Thurstan,rthurstane3@geocities.com,ETFs,HBM.WS,11/14/2020,570.84,3017,5/17/2015,838.47,error: Field 'sale_total' not found,Finance,High,775644412,14.91,LSE,Risky
509,Pincas,Lacknor,placknore4@altervista.org,ETFs,EDGE,3/6/2012,877.8,4375,6/15/2017,640.72,error: Field 'sale_total' not found,Technology,High,504033816,89.65,NYSE,Safe
510,Muriel,Bigglestone,mbigglestonee5@yale.edu,Bonds,ELVT,1/23/2022,338.46,6369,1/28/2016,584.6,error: Field 'sale_total' not found,Healthcare,High,76671771,19.9,NASDAQ,Medium
511,Clerc,McCullen,cmccullene6@stanford.edu,ETFs,CMG,10/29/2013,495.17,573,11/10/2021,72.74,error: Field 'sale_total' not found,Healthcare,Medium,743704082,81.81,NASDAQ,Safe
512,Bellanca,Hazelhurst,bhazelhurste7@1688.com,Bonds,ES,10/23/2012,510.05,4202,2/27/2020,602.72,error: Field 'sale_total' not found,Technology,High,42320196,48.53,NYSE,Medium
513,Stavro,Sommerly,ssommerlye8@naver.com,Bonds,INVE,1/29/2022,299.61,3963,6/5/2015,696.78,error: Field 'sale_total' not found,Healthcare,Medium,754939439,11.71,NYSE,Safe
514,Michelina,Hedylstone,mhedylstonee9@cocolog-nifty.com,ETFs,LGCYP,11/1/2016,437.21,4639,7/18/2014,980.88,error: Field 'sale_total' not found,Technology,High,613758636,21.04,NASDAQ,Safe
515,Tabbie,Leving,tlevingea@goo.ne.jp,Stocks,CID,10/16/2015,467.56,7607,10/9/2011,775.98,error: Field 'sale_total' not found,Finance,Medium,364283867,80.55,NASDAQ,Medium
516,Chickie,Hamson,chamsoneb@rambler.ru,ETFs,CRSP,2/18/2014,608.18,5648,11/1/2020,855.23,error: Field 'sale_total' not found,Healthcare,High,186559287,31.69,NASDAQ,Safe
517,Florentia,Meak,fmeakec@posterous.com,Stocks,EXR,4/12/2013,125.77,5353,10/4/2020,997.85,error: Field 'sale_total' not found,Technology,Low,767329159,44.68,NASDAQ,Medium
518,Garnet,Rathjen,grathjened@cbsnews.com,Bonds,LILA,8/29/2018,356.08,7268,3/2/2019,809.67,error: Field 'sale_total' not found,Healthcare,Low,764431015,62.2,LSE,Medium
519,Albie,Headford,aheadfordee@issuu.com,Bonds,KTOV,8/12/2019,271.09,1095,6/12/2014,4.96,error: Field 'sale_total' not found,Technology,Medium,456096731,67.77,NASDAQ,Medium
520,Murielle,Tembridge,mtembridgeef@1und1.de,Bonds,DDBI,7/15/2016,345.77,3068,1/5/2019,401.61,error: Field 'sale_total' not found,Technology,Low,406640536,11.5,NYSE,Risky
521,Brenda,Zohrer,bzohrereg@hao123.com,ETFs,TI,4/15/2020,304.22,1465,11/9/2021,477.81,error: Field 'sale_total' not found,Finance,High,170176766,4.35,LSE,Medium
522,Franky,Schulze,fschulzeeh@wix.com,ETFs,MEDP,12/19/2019,218.31,7647,7/26/2012,109.0,error: Field 'sale_total' not found,Finance,High,174183206,81.86,LSE,Risky
523,Morie,Burrill,mburrillei@pbs.org,ETFs,BQH,8/21/2011,858.04,6500,11/11/2019,634.32,error: Field 'sale_total' not found,Finance,High,310744406,41.16,NYSE,Risky
524,Mada,Lamburn,mlamburnej@rediff.com,ETFs,EQC^D,11/20/2011,185.21,3281,4/9/2016,893.67,error: Field 'sale_total' not found,Healthcare,Medium,231646210,15.24,NYSE,Safe
525,Heddi,Surcombe,hsurcombeek@example.com,Bonds,TTP,8/19/2010,952.58,830,12/17/2021,739.97,error: Field 'sale_total' not found,Finance,Low,65200834,86.18,NASDAQ,Risky
526,Donica,Jendrach,djendrachel@trellian.com,Bonds,BPOP,5/2/2016,256.89,8249,1/24/2019,745.12,error: Field 'sale_total' not found,Finance,High,147873604,82.45,LSE,Medium
527,Tobiah,Lynas,tlynasem@stanford.edu,Bonds,SYT,4/5/2021,259.1,856,10/10/2021,478.06,error: Field 'sale_total' not found,Technology,Medium,310216935,66.73,NYSE,Safe
528,Elsey,Davidge,edavidgeen@squarespace.com,Bonds,NRZ,11/16/2014,711.65,1804,11/20/2015,421.14,error: Field 'sale_total' not found,Finance,Medium,290238836,84.22,NASDAQ,Medium
529,Nelle,Wadeson,nwadesoneo@miibeian.gov.cn,Stocks,NIQ,6/9/2010,464.29,6473,8/25/2017,438.08,error: Field 'sale_total' not found,Finance,Medium,767976464,20.1,NYSE,Safe
530,Cacilie,Howsan,chowsanep@homestead.com,Stocks,HZNP,10/1/2021,435.86,6148,2/6/2019,399.62,error: Field 'sale_total' not found,Technology,High,616269442,86.88,NASDAQ,Medium
531,Basia,Van der Brug,bvanderbrugeq@furl.net,Bonds,RRC,7/16/2013,817.2,5557,1/24/2010,114.81,error: Field 'sale_total' not found,Technology,High,292317329,4.48,NASDAQ,Medium
532,Gwendolen,Swenson,gswensoner@hc360.com,Stocks,YUM,12/19/2022,15.88,5454,4/30/2020,486.16,error: Field 'sale_total' not found,Finance,High,289905742,15.51,LSE,Safe
533,Symon,Paireman,spairemanes@wikia.com,ETFs,MGM,1/11/2016,736.18,4176,11/20/2015,599.02,error: Field 'sale_total' not found,Finance,Medium,429495416,33.34,NASDAQ,Medium
534,Ximenes,Facey,xfaceyet@cbc.ca,Stocks,CST,2/16/2011,837.25,3478,9/7/2013,419.52,error: Field 'sale_total' not found,Technology,Medium,158491984,16.95,LSE,Safe
535,Kathryne,Fancett,kfancetteu@topsy.com,Stocks,SRE,4/7/2021,944.42,4004,6/15/2022,273.35,error: Field 'sale_total' not found,Finance,Medium,287178464,24.08,NASDAQ,Medium
536,Melina,Lackemann,mlackemannev@intel.com,Bonds,ZNH,4/13/2016,428.66,8399,7/24/2011,706.32,error: Field 'sale_total' not found,Healthcare,Medium,462284232,90.95,LSE,Medium
537,Patsy,Mearing,pmearingew@yelp.com,Stocks,DK,1/15/2019,616.94,3198,11/17/2020,82.96,error: Field 'sale_total' not found,Technology,Medium,288699751,1.29,LSE,Safe
538,Kalina,McLennan,kmclennanex@dailymail.co.uk,ETFs,CHMG,1/15/2019,932.55,3971,7/13/2016,860.65,error: Field 'sale_total' not found,Finance,High,222042037,60.86,LSE,Medium
539,Pansie,Peploe,ppeploeey@ustream.tv,Stocks,UHAL,5/19/2016,558.48,2270,8/10/2021,92.87,error: Field 'sale_total' not found,Healthcare,Low,610799760,35.36,LSE,Risky
540,Sherri,Shemwell,sshemwellez@ox.ac.uk,ETFs,TRCH,12/24/2020,592.58,6740,7/10/2020,629.49,error: Field 'sale_total' not found,Technology,Low,58150684,34.33,LSE,Risky
541,Georgette,Mainson,gmainsonf0@usgs.gov,Bonds,ALGT,9/2/2020,823.98,5043,11/19/2013,676.95,error: Field 'sale_total' not found,Healthcare,Low,604060129,55.83,LSE,Risky
542,Travers,O' Faherty,tofahertyf1@liveinternet.ru,Stocks,FRAC,10/3/2011,983.2,1700,4/13/2021,156.19,error: Field 'sale_total' not found,Healthcare,Low,422332035,25.4,LSE,Safe
543,Glenda,Godbolt,ggodboltf2@aol.com,Stocks,FOXF,7/14/2019,70.8,3825,9/24/2010,766.4,error: Field 'sale_total' not found,Healthcare,Medium,589724153,26.95,LSE,Risky
544,Lyndsay,Jeannaud,ljeannaudf3@admin.ch,ETFs,COLL,5/24/2012,872.9,2146,5/11/2012,306.09,error: Field 'sale_total' not found,Technology,High,896934768,72.79,NYSE,Medium
545,Early,Igo,eigof4@amazon.de,Bonds,WSFS,5/11/2016,406.77,5557,3/4/2014,155.26,error: Field 'sale_total' not found,Finance,High,926570167,61.68,NYSE,Risky
546,Towny,De Zuani,tdezuanif5@cyberchimps.com,Stocks,MUH,10/3/2011,192.7,1276,12/1/2021,217.64,error: Field 'sale_total' not found,Finance,Medium,387443346,44.01,NASDAQ,Safe
547,Saxe,Curtin,scurtinf6@msu.edu,Bonds,LEE,4/30/2011,270.21,1929,10/6/2012,191.22,error: Field 'sale_total' not found,Technology,High,106715029,3.78,LSE,Medium
548,Katusha,Jaeggi,kjaeggif7@uiuc.edu,Stocks,BKEP,2/2/2014,264.54,7150,6/15/2019,358.33,error: Field 'sale_total' not found,Healthcare,High,958530703,30.27,LSE,Risky
549,Berri,Windless,bwindlessf8@jigsy.com,Stocks,ELS^C,9/25/2010,55.73,9650,4/24/2021,460.98,error: Field 'sale_total' not found,Technology,High,489079731,38.71,LSE,Medium
550,Culver,Ryle,crylef9@whitehouse.gov,Stocks,RYAAY,10/27/2021,52.79,8986,12/8/2021,284.3,error: Field 'sale_total' not found,Finance,Medium,502611569,64.82,LSE,Safe
551,Starla,Love,slovefa@t-online.de,Stocks,CDEV,2/23/2018,377.48,3086,8/31/2021,537.84,error: Field 'sale_total' not found,Healthcare,High,83666991,79.92,NYSE,Medium
552,Corina,Marcum,cmarcumfb@github.io,Stocks,PKY,12/11/2010,217.66,7391,3/1/2018,409.04,error: Field 'sale_total' not found,Technology,Low,178597610,30.38,NASDAQ,Medium
553,Blayne,Sturges,bsturgesfc@phoca.cz,Bonds,EIG,12/4/2015,301.33,9569,12/27/2021,834.86,error: Field 'sale_total' not found,Healthcare,Low,212954479,68.71,NASDAQ,Risky
554,Brigitta,Garard,bgarardfd@wp.com,Bonds,QINC,11/22/2011,848.47,2852,3/9/2012,359.2,error: Field 'sale_total' not found,Finance,High,91204731,39.23,NASDAQ,Safe
555,Bartel,Scoullar,bscoullarfe@cyberchimps.com,ETFs,KGJI,11/21/2017,307.36,120,5/17/2012,749.52,error: Field 'sale_total' not found,Healthcare,Medium,179542486,15.53,LSE,Risky
